id,name,lat,lon,alt
8710221913,Street Unknown road,50.8678031,4.6979185,40.13
1132625526,Street Unknown road,50.8669925,4.699973,23.68
3056518854,Street Unknown road,50.8670091,4.6998812,38.92
16571288,Street Erasme Ruelenspark,50.8661723,4.6999101,36.9
3066490997,Street Erasme Ruelensvest,50.8680411,4.6995849,16.63
5460144115,Intersection Unknown road & Naamsesteenweg,50.8679354,4.697924,24.57
5543948006,Street Naamsesteenweg,50.867742,4.6977649,39.73
5435850741,Street Unknown road,50.8680317,4.6981016,26.23
3056518848,Street Unknown road,50.8669778,4.6999615,31.64
1352416317,Street Erasme Ruelenspark,50.8661637,4.6998508,39.43
1352416319,Street Erasme Ruelenspark,50.8661849,4.6999936,18.2
615402881,Street Erasme Ruelensvest,50.868034,4.6996112,24.13
11863011396,Street Unknown road,50.8679598,4.6978475,10.63
5460144113,Intersection Unknown road & Naamsesteenweg,50.8679917,4.6979662,28.97
5543948007,Street Naamsesteenweg,50.8674791,4.6975531,25.06
1196770302,Intersection Unknown road & Naamsesteenweg,50.8680599,4.6980167,19.0
1121825877,Street Unknown road,50.8679346,4.6983933,16.92
11862904187,Street Unknown road,50.8683545,4.6983766,42.07
9909536546,Street Erasme Ruelenspark,50.8659407,4.6998564,16.03
1132625454,Intersection Unknown road & Erasme Ruelenspark,50.8661556,4.6997802,13.27
1352416320,Street Erasme Ruelenspark,50.8662016,4.7000707,9.35
3077487777,Intersection Erasme Ruelensvest & Unknown road,50.867932,4.6999833,21.57
7874621113,Street Unknown road,50.8680234,4.6976394,43.26
11863011442,Street Unknown road,50.8679959,4.6978713,20.35
5460144112,Street Unknown road,50.8680224,4.6978888,7.81
5460144338,Street Naamsesteenweg,50.8671391,4.6972761,27.89
5543948005,Street Naamsesteenweg,50.8680956,4.6980425,23.36
1121825851,Street Unknown road,50.8679699,4.6984173,28.56
13464617042,Street Unknown road,50.8683609,4.6984035,35.5
1639557263,Intersection Stanislas De Rijcklaan & Erasme Ruelenspark,50.8659062,4.6998572,23.17
1132625472,Intersection Unknown road & Erasme Ruelenspark,50.86615,4.6996645,14.95
3056518836,Street Unknown road,50.8660339,4.699676,15.04
203237417,Intersection Broekstraat & Erasme Ruelenspark,50.8665841,4.7012312,31.99
8617201344,Street Erasme Ruelensvest,50.8678928,4.700124,24.09
3077487776,Street Unknown road,50.8678929,4.6999535,19.54
11863011401,Street Unknown road,50.8680549,4.697595,37.54
13135941192,Street Unknown road,50.8680319,4.6978651,41.54
11863011441,Street Unknown road,50.8680615,4.6979147,32.12
1088372886,Intersection Unknown road & Naamsesteenweg,50.8668264,4.6969734,23.17
1855321691,Street Naamsesteenweg,50.8681497,4.6980816,49.87
7489151218,Street Unknown road,50.8680039,4.6984008,28.44
8883557132,Street Unknown road,50.8684107,4.6986125,22.37
13464617041,Street Unknown road,50.8683112,4.6985579,26.93
1077420666,Street Stanislas De Rijcklaan,50.8658455,4.6995294,12.11
16571291,Intersection Jozef Eerdekensstraat & Stanislas De Rijcklaan,50.8659367,4.7000694,28.99
1132625433,Intersection Unknown road & Erasme Ruelenspark,50.8661496,4.6994969,11.67
3056518835,Street Unknown road,50.8660699,4.6995841,14.63
11862964666,Street Broekstraat,50.8662996,4.7014818,32.77
16571292,Intersection Broekstraat & Paul van Ostaijenlaan,50.8666433,4.7011792,12.34
615406476,Intersection Broekstraat & Erasme Ruelensvest,50.867871,4.7002215,46.34
3077487774,Street Unknown road,50.8677586,4.6998556,40.33
5460144104,Intersection Kardinaal Mercierlaan & Unknown road,50.8680707,4.6975727,32.36
5460144111,Street Unknown road,50.8680351,4.6978571,6.37
11863011443,Street Unknown road,50.868085,4.6979302,35.34
5460144337,Intersection Unknown road & Naamsesteenweg,50.8666459,4.6967882,12.92
3077942129,Street Unknown road,50.8667997,4.6970371,32.43
1855321694,Street Naamsesteenweg,50.8682568,4.698159,40.08
7489151219,Street Unknown road,50.8680221,4.6983466,42.4
8883557129,Street Unknown road,50.8684573,4.6985732,30.01
8883557134,Street Unknown road,50.8684286,4.6987001,14.77
13464617043,Street Unknown road,50.8683731,4.698605,38.89
615402877,Intersection Erasme Ruelensvest & Unknown road,50.8683395,4.6985787,21.84
203227883,Street Stanislas De Rijcklaan,50.8657909,4.6993111,41.48
3049501147,Street Jozef Eerdekensstraat,50.8658799,4.7000936,32.52
1077420700,Street Stanislas De Rijcklaan,50.865951,4.7002777,10.75
1132625503,Intersection Unknown road & Erasme Ruelenspark,50.8661502,4.6993815,7.78
3056518833,Street Unknown road,50.8660014,4.6993522,16.64
203227222,Street Broekstraat,50.8662323,4.7015503,31.53
5515935884,Street Broekstraat,50.8677877,4.7002088,20.05
16648087,Street Paul van Ostaijenlaan,50.8666122,4.702005,27.09
1108222506,Street Erasme Ruelensvest,50.8677927,4.7008577,31.98
8617201345,Street Broekstraat,50.8678856,4.7002367,5.17
3077487773,Street Unknown road,50.8677102,4.6998178,40.52
5460144329,Street Kardinaal Mercierlaan,50.8675923,4.6967094,48.48
5460144105,Street Unknown road,50.8681213,4.6975006,25.8
5460144114,Street Unknown road,50.8680945,4.6977237,10.38
11836939473,Street Unknown road,50.86806,4.6978585,40.24
11863011445,Street Unknown road,50.8681574,4.6979453,24.76
1472593964,Street Unknown road,50.8667027,4.6967209,20.3
12063756323,Intersection Unknown road & Naamsesteenweg,50.8665991,4.696742,44.67
3077942128,Street Unknown road,50.8667362,4.6971872,36.37
5435850740,Intersection Unknown road & Naamsesteenweg,50.868396,4.6983132,22.76
836525117,Street Unknown road,50.8684815,4.6986148,48.06
2094160205,Intersection Unknown road & Naamsesteenweg,50.8685079,4.6984411,7.56
8883557133,Street Unknown road,50.8684327,4.6987884,33.32
10617138369,Street Unknown road,50.8684046,4.6987105,47.35
11862798375,Street Unknown road,50.8684702,4.698689,39.25
3066490987,Street Erasme Ruelensvest,50.8682425,4.6989007,33.64
2632545733,Street Stanislas De Rijcklaan,50.8657438,4.6991398,20.42
203239989,Street Jozef Eerdekensstraat,50.865715,4.7002193,6.53
7875005590,Intersection Stanislas De Rijcklaan & Unknown road,50.8659573,4.7004142,26.41
3056518838,Intersection Unknown road & Erasme Ruelenspark,50.8661505,4.6993239,39.87
3056518834,Street Unknown road,50.866034,4.6992689,21.12
1139797726,Intersection Broekstraat & Unknown road,50.8661196,4.7016878,47.01
11862791917,Street Broekstraat,50.8678161,4.7002002,19.2
1077420706,Street Paul van Ostaijenlaan,50.8666111,4.7021046,17.02
6460129751,Street Erasme Ruelensvest,50.8677988,4.7008999,32.95
5825880187,Street Broekstraat,50.8678975,4.7002474,36.37
3077487772,Street Unknown road,50.8676908,4.6997378,9.29
5460144102,Intersection Kardinaal Mercierlaan & Unknown road,50.8672379,4.696092,14.87
2632545926,Street Unknown road,50.8669711,4.6954685,42.83
1108205880,Street Unknown road,50.8682113,4.6976601,41.97
5460144106,Intersection Kardinaal Mercierlaan & Unknown road,50.8681246,4.6976668,43.5
3163307558,Street Unknown road,50.868121,4.697862,15.9
11863011444,Street Unknown road,50.8683311,4.6980787,9.8
1126124185,Street Unknown road,50.8667942,4.6966135,8.2
5437688586,Street Naamsesteenweg,50.8665605,4.6967038,33.46
13523804397,Street Unknown road,50.8665638,4.69681,29.02
1088372894,Street Unknown road,50.8667039,4.697261,44.29
7809966436,Street Naamsesteenweg,50.8684957,4.6984272,30.29
8883557168,Street Unknown road,50.8684069,4.6984458,31.2
5825880197,Street Unknown road,50.8685302,4.6986455,25.7
5825880207,Street Unknown road,50.8685094,4.6985366,9.38
249439336,Intersection Unknown road & Naamsesteenweg,50.8685347,4.6984717,17.22
3050968267,Intersection Unknown road & Naamsesteenweg,50.8685485,4.6983314,20.82
249439389,Intersection Erasme Ruelensvest & Unknown road,50.868332,4.699013,32.17
5435850746,Intersection Erasme Ruelensvest & Unknown road,50.8682983,4.6990143,35.28
13134704113,Street Unknown road,50.8684892,4.6986839,37.02
13135966205,Street Erasme Ruelensvest,50.868227,4.698996,21.65
7842993876,Intersection Stanislas De Rijcklaan & Unknown road,50.8657154,4.6990426,19.62
203240369,Street Jozef Eerdekensstraat,50.8656057,4.7009842,17.67
3057952952,Street Jozef Eerdekensstraat,50.8656572,4.7002004,33.6
1077420639,Street Stanislas De Rijcklaan,50.8659604,4.7005857,25.13
7853277082,Street Unknown road,50.865868,4.7004116,49.91
16571289,Street Erasme Ruelenspark,50.8661517,4.6990963,17.54
3056518837,Street Unknown road,50.8662696,4.6994371,24.69
1077420573,Street Broekstraat,50.8660812,4.7017358,7.63
3077487769,Street Unknown road,50.8661216,4.7015744,14.85
11862791916,Street Broekstraat,50.8678445,4.7002058,27.15
1077420567,Street Paul van Ostaijenlaan,50.8666154,4.7022182,29.58
13135966204,Street Erasme Ruelensvest,50.8678034,4.7009073,19.66
1108222510,Intersection Broekstraat & Unknown road,50.867918,4.7002682,37.18
3077487771,Street Unknown road,50.8675618,4.6996331,49.54
11836904402,Street Unknown road,50.8671704,4.6961714,6.15
5460144101,Intersection Kardinaal Mercierlaan & Unknown road,50.8669235,4.6955359,49.52
249604786,Street Unknown road,50.8667645,4.6951093,6.75
8719390530,Street Unknown road,50.8670019,4.6954249,34.16
1108205788,Street Unknown road,50.8682373,4.6977597,15.76
5460144107,Street Kardinaal Mercierlaan,50.8680934,4.6976124,26.19
3163307559,Street Unknown road,50.8682617,4.6979678,46.63
1126124187,Street Unknown road,50.8670829,4.6962743,27.91
5460144333,Street Naamsesteenweg,50.8664701,4.6966028,35.67
12063756322,Street Unknown road,50.8664849,4.6969622,19.87
1088372899,Street Unknown road,50.8667022,4.6973652,44.51
1088372907,Street Unknown road,50.8666623,4.6973171,20.49
13505397452,Street Unknown road,50.8684415,4.6985334,45.82
120196851,Intersection Erasme Ruelensvest & Unknown road,50.8685645,4.6986719,30.79
8883557165,Street Naamsesteenweg,50.8685934,4.6984993,31.62
5825880192,Street Unknown road,50.8685488,4.6984354,9.13
6139405304,Intersection Kardinaal Mercierlaan & Naamsesteenweg,50.8684951,4.6982961,34.42
8883557127,Street Unknown road,50.8685686,4.6981681,32.45
10617138371,Street Unknown road,50.8682986,4.6990992,25.09
615402878,Street Erasme Ruelensvest,50.8682233,4.6990189,19.07
10617138373,Street Unknown road,50.868275,4.699081,12.73
10617138367,Street Unknown road,50.8685083,4.6986789,15.5
7876710774,Intersection Stanislas De Rijcklaan & Unknown road,50.8657014,4.6990006,16.4
7842993875,Street Unknown road,50.8656315,4.6991089,24.51
3058159715,Street Jozef Eerdekensstraat,50.8655751,4.7009738,28.77
3058147536,Street Jozef Eerdekensstraat,50.8656,4.7010311,46.5
1127918572,Intersection Jozef Eerdekensstraat & Unknown road,50.8653001,4.70008,32.73
7875005591,Intersection Stanislas De Rijcklaan & Unknown road,50.8659599,4.7006195,39.66
3060527638,Street Unknown road,50.8662982,4.6993661,9.28
11850401199,Street Broekstraat,50.8660379,4.7017989,40.76
3077487770,Street Unknown road,50.8661254,4.7013512,19.44
203226267,Street Paul van Ostaijenlaan,50.8666367,4.702417,46.55
1108222501,Intersection Erasme Ruelensvest & Unknown road,50.8678168,4.7009289,16.08
5351252263,Street Broekstraat,50.8679534,4.7003296,30.31
249439390,Street Unknown road,50.8678485,4.7007007,43.31
249439343,Street Unknown road,50.867961,4.700079,11.38
5460144092,Intersection Kardinaal Mercierlaan & Unknown road,50.866711,4.6951544,8.5
13447728721,Street Unknown road,50.8667346,4.6951515,47.89
844136402,Street Unknown road,50.8663586,4.6943974,30.77
8719371416,Street Unknown road,50.8674205,4.6948317,24.7
844138823,Street Unknown road,50.8683694,4.6980041,12.64
2632545914,Intersection Kardinaal Mercierlaan & Unknown road,50.8683152,4.6979937,40.05
5460144332,Intersection Unknown road & Naamsesteenweg,50.8664391,4.6965046,45.29
5460144335,Street Naamsesteenweg,50.8663428,4.6964681,28.21
12063756321,Street Unknown road,50.8662365,4.6976078,6.14
1121820101,Street Unknown road,50.8667646,4.6976616,10.95
1140440631,Street Unknown road,50.8667988,4.6974599,20.47
1088372821,Street Unknown road,50.8666061,4.6974226,11.52
3050968266,Intersection Erasme Ruelensvest & Unknown road,50.8685479,4.698709,7.35
5825880196,Street Unknown road,50.8686017,4.6987009,10.21
16387325,Intersection Tervuursevest & Naamsepoort,50.8686418,4.698483,10.6
5825880193,Street Unknown road,50.8685637,4.6983987,30.34
1108205888,Street Unknown road,50.8685054,4.6981544,37.75
5435644358,Street Unknown road,50.8686143,4.6981557,40.19
1108205844,Street Unknown road,50.8681664,4.6994354,21.48
10617138372,Street Unknown road,50.8683217,4.6991172,47.37
3066490994,Street Erasme Ruelensvest,50.8681838,4.6991132,43.7
12899155918,Street Unknown road,50.8685217,4.6986891,14.47
922275362,Intersection Stanislas De Rijcklaan & Unknown road,50.8656971,4.6989874,24.84
7876710773,Street Unknown road,50.8656181,4.6990679,36.36
3058159714,Street Jozef Eerdekensstraat,50.8654995,4.7009481,27.21
203240371,Street Jozef Eerdekensstraat,50.8655695,4.7012807,42.66
13251493970,Street Unknown road,50.8652349,4.7005271,11.18
7875005592,Intersection Stanislas De Rijcklaan & Unknown road,50.8659576,4.7008016,44.75
7853277081,Street Unknown road,50.8658803,4.7006183,15.37
3060527636,Street Unknown road,50.8663304,4.699286,10.64
3060527639,Street Unknown road,50.8662853,4.6993525,18.99
16571293,Intersection Broekstraat & Stanislas De Rijcklaan,50.8659974,4.7018653,47.36
1139797723,Street Unknown road,50.866126,4.7012835,26.26
8010020934,Intersection Paul van Ostaijenlaan & Unknown road,50.8666435,4.7024764,16.62
5383600654,Street Unknown road,50.8677867,4.7012077,19.07
11862785205,Street Erasme Ruelensvest,50.8678536,4.700961,14.63
1108222519,Intersection Broekstraat & Erasme Ruelensvest,50.8679773,4.7003913,41.06
615402880,Street Unknown road,50.8680583,4.6997312,46.26
8719296101,Intersection Unknown road & Dreefstraat,50.8666689,4.6951936,44.09
5460144091,Street Kardinaal Mercierlaan,50.8666452,4.6950391,39.72
2632545854,Street Unknown road,50.8663873,4.6943571,31.95
9868331847,Street Unknown road,50.8656346,4.6931248,13.81
5460144090,Intersection Kardinaal Mercierlaan & Unknown road,50.8663143,4.6944596,36.38
8719371414,Street Unknown road,50.8674469,4.6947943,43.83
8719390517,Street Unknown road,50.8674832,4.6949385,38.44
13207405671,Street Unknown road,50.8683937,4.6979078,46.64
1108205887,Street Unknown road,50.8684368,4.6981119,31.74
11839127040,Street Naamsesteenweg,50.8664254,4.6964638,15.39
5489184021,Street Unknown road,50.8663711,4.6964099,28.58
1199487960,Street Naamsesteenweg,50.8662015,4.69633,36.49
12063756320,Street Unknown road,50.866316,4.6977324,16.85
1088372896,Street Unknown road,50.8667836,4.6977523,47.11
1121820087,Street Unknown road,50.8668648,4.6974196,6.32
1088372917,Street Unknown road,50.8665606,4.6975719,34.36
1108205802,Street Erasme Ruelensvest,50.8684787,4.6988781,46.13
12899155917,Street Unknown road,50.868583,4.6987367,48.31
615400664,Street Unknown road,50.8686264,4.69872,39.26
8883557166,Street Naamsesteenweg,50.8686135,4.6984036,44.07
18233445,Intersection Naamsevest & Tervuursevest,50.8687548,4.6986613,11.73
249439335,Intersection Unknown road & Naamsesteenweg,50.8685773,4.6983597,22.72
1108205889,Street Unknown road,50.8686341,4.6981473,25.35
249604785,Street Unknown road,50.86862,4.6981925,24.57
10617138366,Street Unknown road,50.8680979,4.6996097,10.16
2925823379,Intersection Stanislas De Rijcklaan & Unknown road,50.8656545,4.698861,49.59
8506627282,Street Unknown road,50.8657697,4.6989296,26.16
7843043457,Street Jozef Eerdekensstraat,50.8654548,4.7009329,38.27
13251493971,Street Unknown road,50.8652315,4.7005479,5.9
7875005593,Intersection Stanislas De Rijcklaan & Unknown road,50.8659491,4.7011003,41.42
7853277080,Street Unknown road,50.8658854,4.7007993,39.85
3060527637,Street Unknown road,50.8663157,4.6992746,25.95
11866573129,Street Stanislas De Rijcklaan,50.8659484,4.7017492,20.34
1211333596,Street Broekstraat,50.8659376,4.7020388,33.72
1139797721,Street Unknown road,50.8661797,4.7012561,23.36
8010013689,Intersection Paul van Ostaijenlaan & Unknown road,50.8667275,4.7032109,31.72
8010020935,Street Unknown road,50.8666953,4.702462,47.07
5383600653,Street Unknown road,50.8677684,4.7014889,49.39
1108222533,Street Erasme Ruelensvest,50.8678854,4.7009866,47.66
18236053,Street Erasme Ruelensvest,50.8679228,4.7006983,20.34
9866029978,Intersection Unknown road & Dreefstraat,50.866489,4.6953517,26.78
9867469596,Street Unknown road,50.8665261,4.6949411,17.26
9867469588,Intersection Kardinaal Mercierlaan & Unknown road,50.8665101,4.6948025,18.71
853603438,Street Unknown road,50.8664164,4.6943163,40.17
5760321052,Street Unknown road,50.8651341,4.692245,32.06
2633552118,Street Unknown road,50.8656289,4.6929853,35.71
5460144089,Intersection Kardinaal Mercierlaan & Unknown road,50.8661475,4.6941651,42.88
844136411,Street Unknown road,50.8675166,4.6947116,22.99
924104913,Street Unknown road,50.8675514,4.6950689,7.38
2632545950,Street Unknown road,50.8684557,4.6976617,9.02
5460144330,Street Naamsesteenweg,50.8664072,4.6964217,27.87
11839127053,Street Unknown road,50.86624,4.6962771,8.99
13296581669,Street Naamsesteenweg,50.8661469,4.6962516,24.56
1088372815,Street Unknown road,50.8664349,4.6978969,43.23
1088372881,Street Unknown road,50.866602,4.697598,45.03
1088372814,Street Unknown road,50.8665306,4.6975677,49.11
1088372910,Street Unknown road,50.8665364,4.6977121,27.86
11883191332,Street Erasme Ruelensvest,50.8684316,4.698918,6.58
853613335,Intersection Erasme Ruelensvest & Unknown road,50.8683663,4.699158,16.69
11883118745,Street Unknown road,50.8686129,4.6987602,13.77
5825880195,Street Unknown road,50.8686487,4.6987373,14.49
988730607,Intersection Naamsestraat & Unknown road,50.8688293,4.6987176,35.83
1108205865,Intersection Tervuursevest & Unknown road,50.8688278,4.6984128,33.29
5825880206,Street Unknown road,50.8685937,4.6983127,35.53
5435644356,Street Unknown road,50.8686522,4.6981256,29.83
2094157595,Intersection Tervuursevest & Unknown road,50.868735,4.6982585,17.23
5825880205,Street Unknown road,50.8686777,4.6982535,24.77
2154641841,Street Unknown road,50.868132,4.6995988,47.21
2632545730,Intersection Stanislas De Rijcklaan & Unknown road,50.8655949,4.6986787,46.82
7876710779,Street Unknown road,50.865473,4.6989979,38.47
658451919,Street Unknown road,50.865942,4.6987958,10.69
3058159716,Street Jozef Eerdekensstraat,50.8653727,4.7009039,12.74
13251493972,Street Unknown road,50.8651845,4.7005331,22.83
1639553107,Intersection Stanislas De Rijcklaan & Unknown road,50.8659474,4.7011655,41.75
7853277079,Street Unknown road,50.8658704,4.7010974,35.1
1077420654,Street Stanislas De Rijcklaan,50.8659359,4.7016383,20.21
1077420624,Street Broekstraat,50.8658806,4.7022582,19.6
1139797718,Street Unknown road,50.8661944,4.7009265,24.25
11850370719,Intersection Paul van Ostaijenlaan & Unknown road,50.8667451,4.7033741,11.32
8010013688,Street Unknown road,50.8670935,4.7031124,34.24
8010020936,Street Unknown road,50.8667927,4.7023705,43.1
11850724387,Street Unknown road,50.867762,4.701687,5.23
1855321689,Street Erasme Ruelensvest,50.8678564,4.7013091,44.34
9860427848,Intersection Unknown road & Dreefstraat,50.8663438,4.6954772,17.08
11881543713,Street Unknown road,50.866453,4.6953119,42.82
9867469587,Street Unknown road,50.8664653,4.6948336,10.25
9867469597,Street Unknown road,50.8664525,4.6950162,20.6
848727174,Street Unknown road,50.8664211,4.6941601,29.73
1115487997,Street Unknown road,50.8664884,4.6943598,5.5
249604789,Intersection Kasteelpark Arenberg & Unknown road,50.8636469,4.6896442,35.43
5460144087,Intersection Kardinaal Mercierlaan & Unknown road,50.865088,4.6923038,22.22
861050818,Street Unknown road,50.8655198,4.6924649,7.39
1117517014,Street Unknown road,50.866114,4.6942124,30.21
